ticker,company,name,name_count,women_count,excess,total_board,men_count,unknown_count,all_men_with_name,women_names,all_board_names
RLG,ROOLIFE GROUP LTD,Grant,1,0,1,4,4,0,Grant Pestell,(none),Grant Pestell (M) | Bryan Carr (M) | Jeremy Baldock (M) | Reece O'Connell (M)
RXL,ROX RESOURCES LIMITED,Stephen,1,0,1,4,4,0,Stephen Dennis,(none),Stephen Dennis (M) | Phillip Wilding (M) | David Boyd (M) | Nathan Stoitis (M)
RPM,RPM AUTOMOTIVE GROUP LIMITED,Lawrence,1,0,1,4,4,0,Lawrence Jaffe,(none),Lawrence Jaffe (M) | Clive Finkelstein (M) | Kevin Berkowitz (M) | Grant Carman (M)
SRH,SAFEROADS HOLDINGS LIMITED,David,1,0,1,3,3,0,David Ashmore,(none),David Ashmore (M) | Darren Hotchkin (M) | STEVEN DIFABRIZIO (M)
SB2,SALTER BROTHERS EMERGING COMPANIES LIMITED,John,1,0,1,3,3,0,John Stan Vatovec,(none),John Vatovec (M) | Robert Salter (M) | Marcos Marcou (M)
SFM,SANTA FE MINERALS LTD,Mark,1,0,1,3,3,0,Mark Jones,(none),Mark Jones (M) | Douglas Rose (M) | Terence Brown (M)
SRR,SARAMA RESOURCES LTD,Lawrence,1,0,1,4,4,0,Lawrence Simon Jackson,(none),Lawrence Jackson (M) | Andrew Dinning (M) | Adrian Byass (M) | Steven Zaninovich (M)
SGA,SARYTOGAN GRAPHITE LIMITED,Stephen,1,0,1,4,3,1,Stephen Penrose,(none),Stephen Penrose (M) | Sean Gregory (M) | Waldemar Mueller (?) | Martyn Buttenshaw (M)
STN,SATURN METALS LIMITED,Brett,1,0,1,4,4,0,Brett Lambert,(none),Brett Lambert (M) | Ian Bamborough (M) | Adrian Goldstone (M) | Andrew Venn (M)
SVG,SAVANNAH GOLDFIELDS LIMITED,Stephen,1,0,1,5,5,0,Stephen G Bizzell,(none),Stephen Bizzell (M) | Brad Sampson (M) | Richard Anthon (M) | Mark Baker (M) | Peter Wright (M)
SBZ,SCHOOLBLAZER LIMITED,Sandy,1,0,1,4,4,0,Sandy Beard,(none),Sandy Beard (M) | Kevin Eley (M) | Timothy James (M) | Angus Murnaghan (M)
SDV,SCIDEV LTD,Mike,1,0,1,5,5,0,Mike Utsler,(none),Mike Utsler (M) | Sean Halpin (M) | Jon Gourlay (M) | Dan O'Toole (M) | Johannes Risseeuw (M)
SCT,SCOUT SECURITY LIMITED,Ryan,1,0,1,5,5,0,Ryan McCall,(none),Ryan McCall (M) | Daniel Roberts (M) | Anthony Brown (M) | Martin Pretty (M) | David Shapiro (M)
SFG,SEAFARMS GROUP LIMITED,Ian,1,0,1,3,3,0,Ian Trahar,(none),Ian Trahar (M) | Rodney Dyer (M) | Harley Whitcombe (M)
SEN,SENETAS CORPORATION LIMITED,Francis,1,0,1,6,5,1,Francis Galbally,(none),Francis Galbally (M) | Andrew Wilson (M) | Chris Fedde (M) | Lachie Given (M) | Philip Schofield (M) | Retired Gillespie (?)
SNM,SENTINEL METALS LIMITED,Mark,1,0,1,4,4,0,Mark Williams,(none),Mark Williams (M) | Matthew Herbert (M) | Simon Dahrouge (M) | Adam Ritchie (M)
SNX,SIERRA NEVADA GOLD INC.,Simon,1,0,1,4,4,0,Simon Lill,(none),Simon Lill (M) | Brett Butlin (M) | Peter Moore (M) | Robert Gray (M)
SSL,SIETEL LIMITED,Geoffrey,1,0,1,3,3,0,Geoffrey Rees,(none),Geoffrey Rees (M) | Richard Rees (M) | Thomas Rees (M)
SIS,SIMBLE SOLUTIONS LIMITED,Faldi,1,0,1,3,3,0,Faldi Ismail,(none),Faldi Ismail (M) | Fadi Geha (M) | Stephen Thornhill (M)
SIO,SIMONDS GROUP LIMITED,Rhett,1,0,1,6,5,1,Rhett Simonds,(none),Rhett Simonds (M) | Mark Simonds (M) | Andrew Bloore (M) | Piers O'Brien (M) | The Sukkar (?) | Richard Grellman (M)
SHG,SINGULAR HEALTH GROUP LTD,Howard,1,0,1,3,3,0,Howard Digby,(none),Howard Digby (M) | Denning Chong (M) | Andrew Just (M)
SNG,SIREN GOLD LIMITED,Brian,1,0,1,3,3,0,Brian Bernard Rodan,(none),Brian Rodan (M) | Paul Angus (M) | Keith Murray (M)
SIV,SIV CAPITAL LIMITED,Allan,1,0,1,3,3,0,Allan English,(none),Allan English (M) | Bede King (M) | Oliver Schweizer (M)
SKN,SKIN ELEMENTS LIMITED,Peter,1,0,1,3,3,0,Peter Malone,(none),Peter Malone (M) | Phil Giglia (M) | Stuart Usher (M)
SKY,SKY METALS LIMITED,Norman,1,0,1,3,3,0,Norman Seckold,(none),Norman Seckold (M) | Richard Hill (M) | Rimas Kairaitis (M)
SKM,SKYLARK MINERALS LIMITED,Nikolai,1,0,1,4,3,1,Nikolai Zelenski,(none),Nikolai Zelenski (M) | Paul Cahill (M) | Frederick Hess (?) | Danny Segman (M)
SLA,SOLARA MINERALS LTD,Adrian,1,0,1,3,3,0,Adrian Di Menna,(none),Adrian Menna (M) | James Robinson (M) | Tony Rovira (M)
SUH,SOUTHERN HEMISPHERE MINING LIMITED,Mark,1,0,1,3,3,0,Mark Stowell,(none),Mark Stowell (M) | Richard Caldwell (M) | David Frances (M)
SVM,SOVEREIGN METALS LIMITED,Benjamin,1,0,1,6,5,1,Benjamin Stoikovich,(none),Benjamin Stoikovich (M) | Frank Eagar (M) | Nigel Jones (M) | Ian Middlemas (M) | Mark Pearce (M) | Julian Stephens (?)
SPA,SPACETALK LTD,Georg,1,0,1,4,4,0,Georg Chmiel,(none),Georg Chmiel (M) | Simon Crowther (M) | John Bird (M) | Michael Rann (M)
SPN,SPARC TECHNOLOGIES LIMITED,Simon,1,0,1,3,3,0,Simon Kidston,(none),Simon Kidston (M) | Nicholas O'Loughlin (M) | Daniel Eddington (M)
SP3,SPECTUR LIMITED,Darren,1,0,1,4,4,0,Darren John Cooper,(none),Darren Cooper (M) | Anthony Schmidt (M) | Santo Carlini (M) | Marco Silva (M)
SPX,SPENDA LIMITED,Karim,1,0,1,3,3,0,Karim Razak,(none),Karim Razak (M) | Peter Richards (M) | Irshad Mulla (M)
SIX,SPRINTEX LIMITED,Steven,1,0,1,3,3,0,Steven James Apedaile,(none),Steven Apedaile (M) | Jude Upton (M) | Chen Chen (M)
SQX,SQX RESOURCES LIMITED,Patric,1,0,1,3,3,0,Patric Glovac,(none),Patric Glovac (M) | David Sanders (M) | Brent Staden (M)
SRJ,SRJ TECHNOLOGIES GROUP PLC,George,1,0,1,5,5,0,George Gourlay,(none),George Gourlay (M) | Kurt Reeves (M) | Roger Smith (M) | Giles Bourne (M) | Jason Silveira (M)
SSH,SSH GROUP LTD,Daniel,1,0,1,3,3,0,Daniel Cowley-Cooper,(none),Daniel Cowley-Cooper (M) | Stefan Finney (M) | Kevin Malaxos (M)
GAS,STATE GAS LIMITED,Philip,1,0,1,5,5,0,Philip St Baker,(none),Philip Baker (M) | Doug McAlpine (M) | Gregory Baynton (M) | Anthony Bellas (M) | Jon Stretch (M)
GVF,STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,Jonathan,1,0,1,4,4,0,Jonathan Trollip,(none),Jonathan Trollip (M) | Chris Cuffe (M) | Miles Staude (M) | Geoff Wilson (M)
SGI,STEALTH GROUP HOLDINGS LTD,Christopher,1,0,1,4,4,0,Christopher Wharton,(none),Christopher Wharton (M) | Michael Arnold (M) | Giovanni Groppoli (M) | Simon Poidevin (M)
SLB,STELAR METALS LIMITED,Stephen,1,0,1,4,4,0,Stephen Richard Biggins,(none),Stephen Biggins (M) | Colin Skidmore (M) | William Dix (M) | Geoffrey Webster (M)
STH,STEPCHANGE HOLDINGS LIMITED,Geoffrey,1,0,1,3,3,0,Geoffrey James Lewis,(none),Geoffrey Lewis (M) | Shane Bransby (M) | Adam Simpson (M)
SHE,STONEHORSE ENERGY LIMITED,Robert,1,0,1,4,4,0,Robert Gardner,(none),Robert Gardner (M) | Rick Lu (M) | Michael McFadyen (M) | Nicholas Ong (M)
SMX,STRATA MINERALS LIMITED.,Jonathan,1,0,1,4,3,1,Jonathan Downes,(none),Jonathan Downes (M) | Peter Woods (M) | Oliver Kreuzer (?) | Richard Monti (M)
SER,STRATEGIC ENERGY RESOURCES LIMITED,Stuart,1,0,1,3,3,0,Stuart Rechner,(none),Stuart Rechner (M) | David DeTata (M) | Daniel Loughnan (M)
SP8,STREAMPLAY STUDIO LIMITED,Bert,1,0,1,3,3,0,Bert Mondello,(none),Bert Mondello (M) | Paolo Privitera (M) | Phil Re (M)
STK,STRICKLAND METALS LIMITED,Anthony,1,0,1,5,4,1,Anthony McClure,(none),Anthony McClure (M) | Paul L'Herpiniere (M) | Trent Franklin (M) | Jonathan Hronsky (?) | Richard Pugh (M)
SRK,STRIKE RESOURCES LIMITED,Farooq,1,0,1,3,3,0,Farooq Khan,(none),Farooq Khan (M) | William Johnson (M) | Victor Ho (M)
SMN,STRUCTURAL MONITORING SYSTEMS PLC,Neville,1,0,1,5,5,0,Neville Bassett,(none),Neville Bassett (M) | Anthony Faillace (M) | Heinrich Loechteken (M) | Brian Wall (M) | Sam Wright (M)
SLZ,SULTAN RESOURCES LTD,Lincoln,1,0,1,3,3,0,Lincoln Liu,(none),Lincoln Liu (M) | Jeremy King (M) | Mark Mitchell (M)
SS1,SUN SILVER LIMITED,Shaun,1,0,1,4,4,0,Shaun Hardcastle,(none),Shaun Hardcastle (M) | Andrew Dornan (M) | Dean Ercegovic (M) | Nathan Marr (M)
STM,SUNSTONE METALS LTD,Graham,1,0,1,5,5,0,Graham Ascough,(none),Graham Ascough (M) | Patrick Duffy (M) | Malcolm Norris (M) | Neal O'Connor (M) | Stephen Stroud (M)
SPQ,SUPERIOR RESOURCES LIMITED,Carlos,1,0,1,3,3,0,Carlos Fernicola,(none),Carlos Fernicola (M) | Peter Hwang (M) | Simon Pooley (M)
SRN,SUREFIRE RESOURCES NL,Vladimir,1,0,1,3,3,0,Vladimir Nikolaenko,(none),Vladimir Nikolaenko (M) | Michael Povey (M) | Roger Smith (M)
STV,SWIFT TV LTD,Brian,1,0,1,4,4,0,Brian Mangano,(none),Brian Mangano (M) | Nicholas Berry (M) | Bradley Denison (M) | Charles Fear (M)
SWP,SWOOP HOLDINGS LIMITED,William,1,0,1,4,4,0,William Reid,(none),William Reid (M) | Alex West (M) | Anthony Grist (M) | Jonathan Pearce (M)
SOP,SYNERTEC CORPORATION LIMITED,Johannes,1,0,1,4,4,0,Johannes Risseeuw,(none),Johannes Risseeuw (M) | Michael Carroll (M) | Ian Campbell (M) | Peter Lamell (M)
T88,TAITON RESOURCES LIMITED,Siak,1,0,1,3,3,0,Siak Wei Low,(none),Siak Low (M) | David Low (M) | Shane Tomlinson (M)
TD1,TALI DIGITAL LIMITED,William,1,0,1,3,2,1,William Hamilton,(none),David Brookes (?) | William Hamilton (M) | Stephen Munday (M)
TR2,TALI RESOURCES LTD,Mark,1,0,1,4,4,0,Mark Savich,(none),Mark Savich (M) | Rhys Bradley (M) | Thomas Lyons (M) | Paull Parker (M)
TLM,TALISMAN MINING LIMITED,Kerry,1,0,1,5,5,0,Kerry Harmanis,(none),Kerry Harmanis (M) | Andrew Munckton (M) | Peter Benjamin (M) | Brian Dawes (M) | Jeremy Kirkwood (M)
TAL,TALIUS GROUP LIMITED,Ramsay,1,0,1,5,5,0,Ramsay Carter,(none),Ramsay Carter (M) | Patrick Howard (M) | Graham Russell (M) | Greg Kennish (M) | Stephen Norris (M)
TXR,TALONX RESOURCES LIMITED,William,1,0,1,3,2,1,William Patrick Belbin,(none),Stephen Lennon (?) | William Belbin (M) | Harry Warries (M)
TWD,TAMAWOOD LIMITED,Lev,1,0,1,3,3,0,Lev Mizikovsky,(none),Lev Mizikovsky (M) | Timothy Bartholomaeus (M) | Rade Dudurovic (M)
TBN,TAMBORAN RESOURCES CORPORATION,Richard,1,0,1,9,8,1,Richard Stoneburner,(none),Richard Stoneburner (M) | Fred Barrett (M) | Jeffrey Bellman (M) | Ryan Dalton (M) | Patrick Elliott (M) | Phillip Pace (M) | The Robb (?) | Scott Sheffield (M) | David Siegel (M)
TR8,TARRINA RESOURCES LIMITED,Francis,1,0,1,4,4,0,Francis De Souza,(none),Francis Souza (M) | Greg Partington (M) | John Mair (M) | David Palumbo (M)
TAR,TARUGA MINERALS LIMITED,Paul,1,0,1,3,3,0,Paul Cronin,(none),Paul Cronin (M) | David Chapman (M) | Eric Mori (M)
TFL,TASFOODS LIMITED,Ben,1,0,1,4,4,0,Ben Swain,(none),Ben Swain (M) | Joshua Fletcher (M) | Paul Jensz (M) | Greg Stones (M)
TAS,TASMAN RESOURCES LTD,Gregory,1,0,1,3,3,0,Gregory Solomon,(none),Gregory Solomon (M) | Douglas Solomon (M) | Louis Varrasso (M)
TIP,TEAMINVEST PRIVATE GROUP LIMITED,Malcolm,1,0,1,5,4,1,Malcolm Jones,(none),Malcolm Jones (M) | Andrew Coleman (M) | Howard Coleman (M) | Regan Passlow (M) | Ian Kadish (?)
TEM,TEMPEST MINERALS LIMITED,Brian,1,0,1,4,4,0,Brian Moller,(none),Brian Moller (M) | Don Smith (M) | Owen Burchell (M) | Andrew Haythorpe (M)
TMS,TENNANT MINERALS LIMITED,Neville,1,0,1,3,2,1,Neville Bassett,(none),Neville Bassett (M) | Allison Dugdale (?) | Michael Scivolo (M)
T92,TERRA CRITICAL MINERALS LIMITED,Andrew,1,0,1,4,4,0,Andrew James Vigar,(none),Andrew Vigar (M) | Niv Dagan (M) | Douglas Engdahl (M) | Haydn Lynch (M)
TM1,TERRA METALS LIMITED,Ian,1,0,1,4,4,0,Ian Middlemas,(none),Ian Middlemas (M) | Thomas Line (M) | Ben Cleary (M) | Haydn Smith (M)
TER,TERRACOM LIMITED,Danny,1,0,1,5,5,0,Danny McCarthy,(none),Danny McCarthy (M) | Stephen Barber (M) | Andrew Coles (M) | Mark Ludski (M) | Glenn Splatt (M)
TGH,TERRAGEN HOLDINGS LIMITED,Richard,1,0,1,5,4,1,Richard Norton,(none),Michele Allan (?) | Richard Norton (M) | Michael Barry (M) | Andrew Guthrie (M) | Scobie Ward (M)
TMX,TERRAIN MINERALS LIMITED,Justin,1,0,1,3,3,0,Justin Virgin,(none),Justin Virgin (M) | Johannes Lin (M) | Jason Macdonald (M)
TSO,TESORO GOLD LTD,Mark,1,0,1,5,5,0,Mark Connelly,(none),Mark Connelly (M) | Zeffron Reeves (M) | Linton Putland (M) | Alan Gibson (M) | Geoffrey McNamara (M)
AU1,THE AGENCY GROUP AUSTRALIA LTD,Andrew,1,0,1,4,4,0,Andrew Jensen,(none),Andrew Jensen (M) | Paul Niardone (M) | Matthew Lahood (M) | Adam Davey (M)
WAG,THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,Lee,1,0,1,5,5,0,Lee Darion Peter Iafrate,(none),Lee Iafrate (M) | Michael Fitzpatrick (M) | David Slack (M) | Mark Stephen (M) | Paul Young (M)
CCO,THE CALMER CO INTERNATIONAL LIMITED,James,1,0,1,3,3,0,James S Tonkin,(none),James Tonkin (M) | Zane Yoshida (M) | Griffon Emose (M)
SGR,THE STAR ENTERTAINMENT GROUP LIMITED,Bruce,1,0,1,3,3,0,Bruce Mathieson Jnr,(none),Bruce Jnr (M) | Soo Kim (M) | George Papanier (M)
THR,THOR ENERGY PLC,Alastair,1,0,1,4,4,0,Alastair Clayton,(none),Alastair Clayton (M) | Andrew Hume (M) | Tim Armstrong (M) | Lincoln Moore (M)
TOP,THORNEY OPPORTUNITIES LTD,Alex,1,0,1,4,4,0,Alex Waislitz,(none),Alex Waislitz (M) | Peter Landos (M) | Henry Lanzer (M) | Gary Weiss (M)
TEK,THORNEY TECHNOLOGIES LTD,Alex,1,0,1,4,4,0,Alex Waislitz,(none),Alex Waislitz (M) | Alan Fisher (M) | Martin Casey (M) | Jeremy Leibler (M)
1TT,THRIVE TRIBE TECHNOLOGIES LIMITED,Rumi,1,0,1,3,3,0,Rumi Stephen Guzder,(none),Rumi Guzder (M) | Wesley Culley (M) | Joshua Quinn (M)
TRP,TISSUE REPAIR LTD,Anthony,1,0,1,3,3,0,Anthony Charara,(none),Anthony Charara (M) | Patryk Kania (M) | Alistair McKeough (M)
TSL,TITANIUM SANDS LIMITED,Lee,1,0,1,3,2,1,Lee Christensen,(none),Lee Christensen (M) | James Searle (?) | Jason Ferris (M)
TOU,TLOU ENERGY LIMITED,Gabaake,1,0,1,4,3,1,Gabaake Gabaake,(none),Ian Campbell (?) | Gabaake Gabaake (M) | Onalenna Gabobake (M) | Colm Cloonan (M)
TOK,TOLU MINERALS LIMITED.,John,1,0,1,4,3,1,John Hugh Anderson,(none),John Anderson (M) | Chris Muller (?) | Anderson Andagali (M) | Howard Lole (M)
TEE,TOP END ENERGY LIMITED,Patrick,1,0,1,4,4,0,Patrick Burke,(none),Patrick Burke (M) | Luke Velterop (M) | Emmanuel Correia (M) | Andrew Somoff (M)
TOR,TORQUE METALS LIMITED..,Evan,1,0,1,4,4,0,Evan Cranston,(none),Evan Cranston (M) | Cristian Moreno (M) | Craig Jones (M) | Tolga Kumova (M)
TRE,TOUBANI RESOURCES LIMITED,Scott,1,0,1,6,6,0,Scott Perry,(none),Scott Perry (M) | Phil Russo (M) | Daniel Callow (M) | Matt Wilcox (M) | Gaurav Gupta (M) | Mike Nelson (M)
TPC,TPC CONSOLIDATED LIMITED,Greg,1,0,1,4,4,0,Greg McCann,(none),Greg McCann (M) | Chiao-Heng Huang (M) | Steven Goodarzi (M) | Jeffrey Ma (M)
TWL,TRADE WINDOW HOLDINGS LIMITED,Alexander,1,0,1,4,4,0,Alexander John MacLeod,(none),Alexander MacLeod (M) | Albertus Smith (M) | Kerry Friend (M) | Philip Norman (M)
TCO,TRANSMETRO CORPORATION LIMITED,John,1,0,1,3,3,0,John AC McEvoy,(none),John McEvoy (M) | David Lloyd (M) | Alan Notley (M)
TKM,TREK METALS LIMITED,Tony,1,0,1,5,5,0,Tony Leibowitz,(none),Tony Leibowitz (M) | Derek Marshall (M) | Neil Biddle (M) | Andrew Reece (M) | John Young (M)
TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,Greg,1,0,1,3,3,0,Greg Hancock,(none),Greg Hancock (M) | Conrad Todd (M) | Michael Collins (M)
TRI,TRIVARX LTD,David,1,0,1,3,2,1,David Trimboli,(none),David Trimboli (M) | Tony Keating (?) | Christopher Ntoumenopoulos (M)
TRM,TRUSCOTT MINING CORPORATION LIMITED,Peter,1,0,1,3,2,1,Peter Smith,(none),Peter Smith (M) | Michael Povey (M) | Ewan Smith (?)
TGN,TUNGSTEN MINING NL,Gary,1,0,1,7,7,0,Gary Lyons,(none),Gary Lyons (M) | Tien Law (M) | Chew Chuen (M) | Russell Clark (M) | Lee Leng (M) | Teck Wong (M) | Wai Law (M)
TCG,TURACO GOLD LIMITED,John,1,0,1,4,4,0,John Daniel Fitzgerald,(none),John Fitzgerald (M) | Justin Tremain (M) | Ian Kerr (M) | Bruce Mowat (M)
TSR,TURNSTONE RESOURCES LTD,Len,1,0,1,4,4,0,Len Jubber,(none),Len Jubber (M) | Christian Barbier (M) | Rory Luff (M) | Richard Pearce (M)
TSK,TUSKER MINERALS LTD,Daniel,1,0,1,5,4,1,Daniel Smith,(none),Daniel Smith (M) | Cliff Fitzhenry (M) | Myles Campion (M) | Nannan He (?) | John Kay (M)
TYX,TYRANNA RESOURCES LIMITED,David,1,0,1,3,3,0,David Crook,(none),David Crook (M) | Paul Williams (M) | Joe Graziano (M)
TZL,TZ LIMITED,Peter,1,0,1,4,4,0,Peter Graham,(none),Peter Graham (M) | John Wilson (M) | Antonino Schiavello (M) | Simon White (M)
UWC,UNDERWOOD CAPITAL LIMITED,Warwick,1,0,1,3,3,0,Warwick Sauer,(none),Warwick Sauer (M) | Jason Byrne (M) | David Prescott (M)
UNT,UNITH LTD,Sytze,1,0,1,3,3,0,Sytze Voulon,(none),Sytze Voulon (M) | Antony Eaton (M) | Scott Mison (M)
UM1,UNITY METALS LIMITED,Andrew,1,0,1,4,4,0,Andrew Michael Wright,(none),Andrew Wright (M) | Craig Mackay (M) | Anthony Ashall (M) | Gilbert Rodgers (M)
UBN,URBANISE.COM LIMITED,Darc,1,0,1,4,4,0,Darc Rasmussen,(none),Darc Rasmussen (M) | Simon Lee (M) | James Hourn (M) | Johan Strauss (M)
USC,US1 CRITICAL MINERALS LIMITED,Matthew,1,0,1,4,4,0,Matthew Boysen,(none),Matthew Boysen (M) | Avi Geller (M) | Mark Gray (M) | Peter Tsegas (M)
UCM,USCOM LIMITED,Robert,1,0,1,4,4,0,Robert Phillips,(none),Robert Phillips (M) | Christian Bernecker (M) | Brett Crowley (M) | Xianhui MENG (M)
VAL,VALIANT GOLD LIMITED,Derek,1,0,1,4,4,0,Derek La Ferla,(none),Derek Ferla (M) | Brendan Tritton (M) | Anthony Chamberlain (M) | Simon Rigby (M)
VR8,VANADIUM RESOURCES LIMITED,Jurie,1,0,1,4,4,0,Jurie Wessels,(none),Jurie Wessels (M) | Nick Diack (M) | John Ciganek (M) | Mike Davy (M)
VAR,VARISCAN MINES LIMITED,Anthony,1,0,1,4,3,1,Anthony Wehby,(none),Anthony Wehby (M) | Stewart Dickson (M) | Frank Bierlein (?) | Nicholas Farr-Jones (M)
VR1,VECTION TECHNOLOGIES LTD,Gianmarco,1,0,1,5,5,0,Gianmarco Biagi,(none),Gianmarco Biagi (M) | Lorenzo Biagi (M) | Jacopo Merli (M) | Umberto Mondello (M) | Cameron Petricevic (M)
VEE,VEEM LTD,Brad,1,0,1,7,7,0,Brad Miocevich,(none),Brad Miocevich (M) | Mark Miocevich (M) | Trevor Raman (M) | Michael Bailey (M) | Angus Murnaghan (M) | David Singleton (M) | Peter Torre (M)
VMS,VENARI MINERALS NL,Anthony,1,0,1,3,3,0,Anthony Leibowitz,(none),Anthony Leibowitz (M) | Matthew Healy (M) | Vincent Fayad (M)
VMC,VENUS METALS CORPORATION LIMITED,Peter,1,0,1,4,4,0,Peter Charles Hawkins,(none),Peter Hawkins (M) | Matthew Hogan (M) | Selvakumar Arunachalam (M) | Simon Coxhell (M)
VBC,VERBREC LIMITED,Phillip,1,0,1,4,4,0,Phillip Campbell,(none),Phillip Campbell (M) | Mark Read (M) | Matthew Morgan (M) | Brian O'Sullivan (M)
VTX,VERTEX MINERALS LIMITED,Roger,1,0,1,3,3,0,Roger Jackson,(none),Roger Jackson (M) | Tully Richards (M) | James Simpson (M)
VIG,VICTOR GROUP HOLDINGS LIMITED,William,1,0,1,3,3,0,William Hu,(none),William Hu (M) | Zhenxian Wu (M) | Guojun Liang (M)
VTM,VICTORY METALS LIMITED,James,1,0,1,3,2,1,James Timothy Bahen,(none),James Bahen (M) | Brendan Clark (M) | Kenneth Collerson (?)
VKA,VIKING MINES LIMITED,Charles,1,0,1,4,3,1,Charles Thomas,(none),Charles Thomas (M) | Julian Woodcock (M) | Julian Stephens (?) | Bevan Tarratt (M)
VEN,VINTAGE ENERGY LTD,Reginald,1,0,1,3,3,0,Reginald Nelson,(none),Reginald Nelson (M) | Neil Gibbins (M) | Ian Howarth (M)
VMM,VIRIDIS MINING AND MINERALS LIMITED,Agha,1,0,1,5,5,0,Agha Shahzad Shahzad Pervez,(none),Agha Pervez (M) | Rafael Moreno (M) | Jose Rosado (M) | Timothy Harrison (M) | Marcus Silberman (M)
VFX,VISIONFLEX GROUP LIMITED,Brook,1,0,1,3,3,0,Brook Adcock,(none),Brook Adcock (M) | Joshua Mundey (M) | Maikel Kafrouni (M)
VLS,VITA LIFE SCIENCES LIMITED..,Henry,1,0,1,4,4,0,Henry Townsing,(none),Henry Townsing (M) | Andrew O'Keefe (M) | Peter Osborne (M) | Jack Teoh (M)
VTA,VITA RESOURCES NL,Gavin,1,0,1,3,3,0,Gavin Rutherford,(none),Gavin Rutherford (M) | Ray Muskett (M) | Keith Ross (M)
VHL,VITASORA HEALTH LIMITED,Nicholas,1,0,1,3,3,0,Nicholas Smedley,(none),Nicholas Smedley (M) | Marjan Mikel (M) | Jonathan Adams (M)
VMT,VMOTO LIMITED,Charles,1,0,1,5,5,0,Charles Chen,(none),Charles Chen (M) | Aaron Kidd (M) | Blair Sergeant (M) | Erchuan Zhou (M) | Yin Teo (M)
VPR,VOLT GROUP LIMITED,Simon,1,0,1,3,3,0,Simon Roger Higgins,(none),Simon Higgins (M) | Adam Boyd (M) | Peter Torre (M)
VRC,VOLT RESOURCES LIMITED,Asimwe,1,0,1,4,4,0,Asimwe Kabunga,(none),Asimwe Kabunga (M) | Prashant Chintawar (M) | Trevor Matthews (M) | Dominic Virgara (M)
VSR,VOLTAIC STRATEGIC RESOURCES LTD,John,1,0,1,3,3,0,John Hannaford,(none),John Hannaford (M) | Daniel Raihani (M) | Michael Walshe (M)
VRX,VRX SILICA LIMITED,Paul,1,0,1,4,4,0,Paul Boyatzis,(none),Paul Boyatzis (M) | Bruce Maluish (M) | Peter Pawlowitsch (M) | David Welch (M)
VYS,VYSARN LIMITED,Peter,1,0,1,3,3,0,Peter Hutchinson,(none),Peter Hutchinson (M) | James Clement (M) | Sheldon Burt (M)
WMA,WAM ALTERNATIVE ASSETS LIMITED,Michael,1,0,1,5,5,0,Michael Cottier,(none),Michael Cottier (M) | John Baillie (M) | Kym Evans (M) | Adrian Siew (M) | Geoff Wilson (M)
WAT,WATERCO LIMITED,Soon-Sinn,1,0,1,5,3,2,Soon-Sinn Goh,(none),Soon-Sinn Goh (M) | Bryan Goh (M) | Wayne Beauman (M) | Benjamin Hunt (?) | Judy Raper (?)
W2V,WAY 2 VAT LTD.,Adoram,1,0,1,4,4,0,Adoram Ga'ash,(none),Adoram Ga'ash (M) | Amos Simantov (M) | David Buckingham (M) | Robert Edgley (M)
WNX,WELLNEX LIFE LIMITED,Eric,1,0,1,3,3,0,Eric Jiang,(none),Eric Jiang (M) | Ash Vesali (M) | Jeffrey Yeh (M)
WCE,WEST COAST SILVER LIMITED,Bruce,1,0,1,3,3,0,Bruce Garlick,(none),Bruce Garlick (M) | Thomas Reddicliffe (M) | Eugene Sharrock (M)
WC1,WEST COBAR METALS LIMITED,Lincoln,1,0,1,3,3,0,Lincoln Liu,(none),Lincoln Liu (M) | Mateusz Szwedzicki (M) | Ron Roberts (M)
WWI,WEST WITS MINING LIMITED,Michael,1,0,1,5,5,0,Michael Quinert,(none),Michael Quinert (M) | Rudi Deysel (M) | Warwick Grigor (M) | Keith Middleton (M) | Jac Heerden (M)
WSR,WESTAR RESOURCES LIMITED,Ben,1,0,1,3,3,0,Ben Donovan,(none),Ben Donovan (M) | Ashley Hood (M) | Eddie King (M)
WGR,WESTERN GOLD RESOURCES LIMITED.,Gary,1,0,1,4,4,0,Gary Lyons,(none),Gary Lyons (M) | Cullum Winn (M) | Ryan Mount (M) | Teck Wong (M)
WMG,WESTERN MINES GROUP LTD,Rex,1,0,1,4,2,2,Rex Turkington,(none),Rex Turkington (M) | Caedmon Marriott (?) | Francesco Cannavo (M) | Benjamin Grguric (?)
WRX,WESTERN RIDGE RESOURCES LIMITED,Peter,1,0,1,3,3,0,Peter Allen,(none),Peter Allen (M) | Matthew Cobb (M) | Tim Morrison (M)
WYX,WESTERN YILGARN NL,Peter,1,0,1,4,4,0,Peter Michael,(none),Peter Michael (M) | John Ciganek (M) | Darren Foster (M) | Pedro Kastellorizos (M)
WSI,WESTSTAR INDUSTRIAL LIMITED,Robert,1,0,1,3,3,0,Robert Spadanuda,(none),Robert Spadanuda (M) | Lay Ong (M) | Philip Re (M)
WEC,WHITE ENERGY COMPANY LIMITED,Brian,1,0,1,5,5,0,Brian Flannery,(none),Brian Flannery (M) | Greg Sheahan (M) | Michael Chapman (M) | Vincent O'Rourke (M) | Gregory Whitehouse (M)
